link,material_description,material_price,product_id,vendor_location,formatted_datetime
https://www.homedepot.com/p/1-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-101568/100400409,1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,20.62,100400409,homedepot,11/01/2022 16:21:32
https://www.wilmar.com/Sku/24-87610/1-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020032-101568,1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,17.55,100400409,wilmar,11/01/2022 16:21:32
https://www.dkhardware.com/allied-tube-and-conduit-1-in-x-10-ft-electric-metallic-tube-emt-conduit-101568-product-3154073.html,1 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,33.34,100400409,dkhardware,11/01/2022 16:21:32
https://www.homedepot.com/p/3-4-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-853429/100400406,3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,11.91,100400406,homedepot,11/01/2022 16:21:32
https://www.lowes.com/pd/Common-3-4-in-Actual-75-In-Metallic-Emt-10-ft-Conduit/3129553,3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,12.68,100400406,lowes,11/01/2022 16:21:32
https://www.ebarnett.com/Sku/2487616/34-in-x-10-ft-electric-metallic-tube-emt-conduit-091111020025-853429,3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,10.47,100400406,ebarnett,11/01/2022 16:21:32
https://www.gordonelectricsupply.com/p/Allied-898303-Emt-Conduit-3-4-Emt-Conduit-X-10/1673,3/4 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,8.12,100400406,gordonelectricsupply,11/01/2022 16:21:32
https://www.homedepot.com/p/Halex-1-2-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26270/100137321,1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),3.98,100137321,homedepot,11/01/2022 16:21:32
https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),8.41,100137321,amazon,11/01/2022 16:21:32
https://www.lowes.com/pd/Sigma-Electric-ProConnex-1-2-in-Set-Screw-Connector-Electrical-Metal-Tubing-Compatible-Conduit-Fitting/1000152643,1/2 in. Electrical Metallic Tube (EMT) Set-Screw Connectors (5-Pack),5.99,100137321,lowes,11/01/2022 16:21:32
https://www.homedepot.com/p/1-2-in-x-10-ft-Electric-Metallic-Tube-EMT-Conduit-853428/100400405,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.22,100400405,homedepot,11/01/2022 16:21:32
https://www.lowes.com/pd/Common-1-2-in-Actual-50-In-Metallic-Emt-10-ft-Conduit/3129551,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,5.99,100400405,lowes,11/01/2022 16:21:32
https://www.gordonelectricsupply.com/p/Allied-898302-Emt-Conduit-1-2-Emt-Conduit-X-10/1608,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,4.59,100400405,gordonelectricsupply,11/01/2022 16:21:32
https://www.menards.com/main/electrical/conduit-conduit-fittings-raceways/conduit/wheatland-tube-company-emt-conduit/0559010000/p-1444446525135-c-6423.htm,1/2 in. x 10 ft. Electric Metallic Tube (EMT) Conduit,7.24,100400405,menards,11/01/2022 16:21:32
https://www.homedepot.com/p/Halex-1-in-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-62810/202241090,1 in. Electric Metallic Tube (EMT) Set-Screw Coupling,1.15,202241090,homedepot,11/01/2022 16:21:32
https://www.homedepot.com/p/Halex-1-2-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connectors-5-Pack-26270/100137321,1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.98,100144234,homedepot,11/01/2022 16:21:32
https://www.amazon.com/Halex-26270-STEEL-CONNECTOR-Silver/dp/B00L2J46LW,1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),8.54,100144234,amazon,11/01/2022 16:21:32
https://www.wilmar.com/Sku/202077151/halex-12-in-electrical-metallic-tube-emt-set-screw-coupling-5-pack-051411232207-23220,1/2 in. Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.1,100144234,wilmar,11/01/2022 16:21:32
https://www.homedepot.com/p/Halex-1-in-Electrical-Metallic-Tube-EMT-Set-Screw-Connector-62710/100562217,1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.6,202077147,homedepot,11/01/2022 16:21:32
https://killingworthtruevalue.com/p/steel-city-emt-conduit-connector-785991183801,1 in. Electrical Metallic Tube (EMT) Set-Screw Connector,1.99,202077147,com/p/steel-city-emt-conduit-connector-785991183801,11/01/2022 16:21:32
https://www.homedepot.com/p/Halex-3-4-in-Standard-Fitting-Electric-Metallic-Tube-EMT-Set-Screw-Coupling-5-Pack-26282/202288508,3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,202288508,homedepot,11/01/2022 16:21:32
https://www.supplyworks.com/Sku/202328185/halex-34-in-electrical-metallic-tube-emt-set-screw-coupling-5-pack-051411232221-23222,3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),3.66,202288508,supplyworks,11/01/2022 16:21:32
https://www.lowes.com/pd/Sigma-Electric-ProConnex-3-4-in-Set-Screw-Coupling-Electrical-Metal-Tubing-Compatible-Conduit-Fitting/1100265,3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),5.99,202288508,lowes,11/01/2022 16:21:32
https://www.pinterest.com/pin/230668812499210604/,3/4 in. Standard Fitting Electric Metallic Tube (EMT) Set-Screw Coupling (5-Pack),2.98,202288508,pinterest,11/01/2022 16:21:32
https://www.amazon.com/SOUTHWIRE-COMPANY-LL-20499001-Stranded/dp/B002JFY1W2,500 ft. 4 Gauge Black Stranded Copper THHN Wire,613.64,202304774,amazon,11/01/2022 16:21:32
https://www.ebay.com/itm/225134643467,500 ft. 4 Gauge Black Stranded Copper THHN Wire,877.38,202304774,ebay,11/01/2022 16:21:32
https://www.homedepot.com/p/Southwire-500-ft-6-Black-Stranded-CU-SIMpull-THHN-Wire-20493301/202316339,500 ft. 6 Gauge Black Stranded Copper THHN Wire,379.0,202304649,homedepot,11/01/2022 16:21:32
https://www.amazon.com/Cerrowire-112-4201J-500-Feet-Stranded-Black/dp/B00D49VU6W,500 ft. 6 Gauge Black Stranded Copper THHN Wire,470.43,202304649,amazon,11/01/2022 16:21:32
https://www.ebay.com/itm/203860011450,500 ft. 6 Gauge Black Stranded Copper THHN Wire,445.81,202304649,ebay,11/01/2022 16:21:32
https://www.homedepot.com/p/Southwire-500-ft-10-Black-Stranded-CU-THHN-Wire-22973257/202316335,500 ft. 10 Gauge Black Stranded Copper THHN Wire,145.0,202304645,homedepot,11/01/2022 16:21:32
https://www.amazon.com/Gauge-Stranded-Copper-Building-Wire/dp/B08DZMFZTR,500 ft. 10 Gauge Black Stranded Copper THHN Wire,155.99,202304645,amazon,11/01/2022 16:21:32
https://www.ebay.com/itm/363478081520,250 ft. 14/2 Romex SIMpull Solid NM-B W/G Wire,111.07,202019377,ebay,11/01/2022 16:21:32
https://www.homedepot.com/p/Southwire-250-ft-14-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63946855/202316275,250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,159.0,202316275,homedepot,11/01/2022 16:21:32
https://www.ebay.com/itm/203704802084,250 ft. 14/3 Solid Romex SIMpull CU NM-B W/G Wire,172.22,202316275,ebay,11/01/2022 16:21:32
https://www.homedepot.com/p/Southwire-250-ft-12-2-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-28828269/202019375,250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,202019375,homedepot,11/01/2022 16:21:32
https://www.lowes.com/pd/Southwire-Romex-SIMpull-250-ft-12-2-Non-Metallic-Wire-By-the-Roll/1193433,250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,149.0,202019375,lowes,11/01/2022 16:21:32
https://www.dkhardware.com/southwire-250-ft-12-2-solid-romex-simpull-cu-nm-b-w-g-wire-28828255-product-3154834.html,250 ft. 12/2 Solid Romex SIMpull CU NM-B W/G Wire,200.02,202019375,dkhardware,11/01/2022 16:21:32
https://www.homedepot.com/p/Southwire-250-ft-12-3-Solid-Romex-SIMpull-CU-NM-B-W-G-Wire-63947655/202316276,250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,289.0,202316276,homedepot,11/01/2022 16:21:32
https://www.qcsupply.com/12-3-romex-simpull-wire-250ft.html,250 ft. 12/3 Solid Romex SIMpull CU NM-B W/G Wire,339.09,202316276,qcsupply,11/01/2022 16:21:32
